id,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,targaet
27757,12.72,1.81,2.26,22.5,108,1.68,1.84,0.66,1.62,3.3,1.02,2.77,570,2
75419,14.13,4.61,2.45,20.0,91,1.68,0.7,0.47,1.35,9.2,0.56,1.62,660,3
29258,14.3,1.92,2.5,16.8,113,3.0,3.14,0.32,2.08,5.65,1.09,2.75,1320,1
52783,12.29,1.41,2.16,22.5,108,1.89,1.75,0.45,1.56,3.05,1.25,2.26,365,2
82628,14.37,1.87,2.45,16.0,96,2.5,2.52,0.34,1.97,5.05,0.88,3.19,1120,1
96634,13.83,1.89,2.68,17.1,101,3.0,2.79,0.33,1.68,6.3,1.13,2.93,1375,1
91396,12.64,1.36,2.73,28.5,92,2.2,2.13,0.4,1.9,2.94,1.36,2.87,520,2
76877,13.48,3.24,2.69,23.5,111,1.55,0.96,0.43,1.87,10.52,0.74,1.8,750,3
72471,14.2,1.68,2.48,16.3,127,3.85,3.49,0.5,1.86,7.05,0.86,3.69,1480,1
35215,13.4,1.35,2.7,27.0,111,2.2,0.92,0.5,1.54,7.1,0.58,1.62,675,3
5346,12.25,4.72,2.64,25.0,96,1.79,0.6,0.63,1.14,5.58,0.87,1.8,515,3
43096,13.48,1.24,2.7,25.0,111,2.2,0.96,0.5,1.54,8.66,0.58,1.62,660,3
41100,11.84,2.68,2.74,21.5,103,1.6,1.5,0.58,1.62,2.9,1.23,2.27,465,2
65431,13.17,4.1,2.26,21.0,103,1.41,0.47,0.43,0.68,4.9,0.77,2.05,680,3
21441,11.84,2.89,1.98,19.0,97,1.72,1.32,0.34,1.03,2.9,0.86,2.23,438,2
92199,12.42,1.61,2.56,25.0,101,1.95,1.84,0.43,1.34,2.2,1.36,3.21,450,2
11122,13.62,2.81,2.54,19.5,105,1.54,0.6,0.6,0.96,5.0,0.89,2.15,750,3
84381,11.56,1.67,2.38,20.0,112,2.9,2.79,0.21,1.87,2.8,1.71,2.96,290,2
107,13.49,3.27,2.3,19.5,88,1.28,0.68,0.48,1.24,4.0,0.6,1.58,470,3
20604,12.47,1.53,1.71,17.5,86,2.55,2.17,0.26,1.66,3.8,1.28,2.96,718,2
21863,12.67,1.53,2.73,26.5,102,2.2,2.13,0.21,2.29,2.94,1.31,3.37,520,2
25461,12.58,3.59,2.35,21.5,88,2.3,0.92,0.44,0.84,5.7,0.82,1.82,515,3
25109,12.93,1.6,2.55,18.0,98,2.4,2.41,0.29,1.9,4.5,1.12,2.3,1095,1
92919,12.08,1.72,2.6,21.6,104,1.95,1.75,0.45,1.44,3.8,1.25,2.65,500,2
87349,12.86,3.45,2.3,21.0,103,1.39,0.75,0.43,0.86,5.5,0.75,1.58,780,3
88878,12.67,3.43,2.46,21.0,86,2.0,2.24,0.26,1.98,2.94,0.96,3.0,278,2
28803,11.62,2.06,2.73,21.5,98,1.75,1.32,0.6,1.42,3.08,1.13,2.26,680,2
83152,13.73,1.53,2.62,22.5,96,2.45,2.69,0.31,2.08,3.52,1.12,2.51,1015,1
61266,12.37,1.63,1.75,19.5,88,2.2,2.53,0.24,2.29,3.8,0.94,3.48,710,2
62001,13.88,1.35,2.27,16.3,118,2.95,3.17,0.24,2.08,5.65,1.25,2.74,780,1
89060,13.86,1.25,2.26,20.7,80,2.74,2.86,0.43,2.28,2.57,1.23,2.96,502,2
4416,13.64,3.1,2.67,18.6,111,2.86,3.32,0.3,1.35,6.2,1.23,2.88,1265,1
16186,13.28,2.36,2.87,25.0,124,2.8,2.78,0.47,1.97,5.4,1.07,3.2,1185,1
95091,12.85,1.73,2.04,18.8,107,2.7,3.19,0.32,2.38,8.9,1.12,2.85,1045,1
41448,13.3,1.97,2.68,20.0,107,3.0,2.92,0.29,2.38,6.2,1.07,2.65,1280,1
20134,12.99,1.67,2.73,26.5,139,2.2,2.13,0.21,2.29,4.8,1.36,3.08,985,2
14878,12.37,1.07,2.56,24.0,101,3.52,2.89,0.4,1.65,2.08,1.36,3.5,520,2
71472,12.77,0.98,2.42,17.0,101,2.53,2.65,0.63,1.66,2.6,1.02,2.87,630,2
38513,13.94,1.48,2.28,15.6,118,2.95,3.17,0.24,2.08,5.65,1.09,3.71,780,1
95753,14.22,1.7,2.3,18.0,126,3.2,2.65,0.28,2.03,4.9,1.05,3.44,1095,1
84932,12.69,0.98,2.28,18.0,162,1.9,1.84,0.32,2.76,3.3,1.19,2.01,937,2
14257,12.21,1.73,2.0,20.5,94,2.2,2.53,0.35,1.35,2.06,0.94,3.17,495,2
35929,12.43,1.52,2.38,23.0,88,2.42,2.25,0.43,1.46,2.45,1.07,3.12,450,2
41123,14.12,1.59,2.27,16.5,118,2.95,3.29,0.22,1.85,6.2,0.89,3.36,1060,1
47241,12.0,4.3,2.28,16.0,151,3.18,2.26,0.39,2.81,1.28,0.75,3.69,750,2
47226,13.56,1.73,2.61,17.2,94,2.72,3.54,0.28,1.66,6.0,1.25,3.0,1260,1
86236,13.83,1.65,2.6,17.2,94,2.2,2.53,0.22,2.29,5.64,1.13,3.37,1285,1
34402,11.76,1.83,1.99,19.0,88,2.5,2.27,0.3,1.43,3.3,1.16,3.13,312,2
93622,13.39,1.77,2.65,16.1,93,2.4,2.69,0.31,1.97,4.38,0.92,2.51,970,1
26423,13.08,2.39,2.37,20.0,120,1.8,0.69,0.43,1.35,9.2,0.73,1.56,500,3
59246,13.05,1.73,2.1,17.0,107,2.65,2.76,0.32,1.98,3.58,1.04,2.85,1035,1
56583,12.77,1.81,2.29,22.5,84,2.0,1.59,0.43,1.44,3.9,0.93,2.77,488,2
13941,12.7,0.98,2.17,21.0,80,2.53,2.29,0.26,1.77,2.57,1.23,2.96,415,2
23348,12.72,1.75,2.12,18.8,80,1.6,1.5,0.58,2.08,3.9,0.88,2.01,502,2
61019,11.82,2.08,2.2,18.0,112,2.23,2.45,0.26,3.28,2.4,1.27,3.48,510,2
31710,12.33,2.45,1.98,16.0,88,2.85,3.15,0.37,2.81,2.3,0.9,3.64,672,2
5857,12.43,1.52,2.2,19.0,87,2.5,2.17,0.3,1.99,3.25,0.95,3.38,495,2
97247,11.62,2.06,2.2,21.5,86,2.0,1.64,0.34,1.44,1.74,1.16,3.33,564,2
8846,14.39,1.87,2.38,16.0,102,2.5,2.52,0.43,2.08,5.25,1.08,2.85,1295,1
86188,13.05,1.6,2.52,18.0,95,2.85,3.19,0.26,1.95,7.22,1.28,2.71,1450,1
53276,13.71,4.28,2.26,22.5,93,1.68,0.47,0.52,1.15,6.62,0.67,1.73,740,3
10585,12.37,1.63,2.78,26.5,102,2.13,1.79,0.4,1.03,2.08,1.31,2.23,562,2
90953,13.58,3.03,2.54,20.0,105,1.54,0.56,0.53,0.55,4.6,0.81,2.15,750,3
97017,12.99,0.9,2.27,18.0,99,1.9,1.75,0.43,1.46,4.6,1.23,2.01,630,2
68456,13.48,5.19,2.86,25.0,96,1.98,0.5,0.56,1.15,8.5,0.67,1.92,740,3
87364,13.88,1.57,2.28,16.0,126,3.0,3.29,0.22,2.1,6.2,0.89,3.45,885,1
84262,12.37,1.63,2.62,26.0,119,1.95,1.75,0.4,2.5,2.2,1.31,2.72,630,2
71728,12.96,1.29,2.25,21.0,102,2.2,0.34,0.39,0.64,5.6,0.75,1.58,750,3
41965,12.82,1.67,2.25,19.5,96,2.0,0.58,0.5,1.14,4.4,1.02,1.51,630,3
91983,13.49,1.66,2.29,20.7,86,1.1,1.46,0.52,1.63,4.8,0.76,1.82,620,2
57985,12.07,2.08,2.5,21.0,98,2.23,2.45,0.34,1.9,2.8,1.27,3.02,680,2
22540,13.17,4.36,2.26,20.0,92,1.74,0.47,0.53,0.8,7.65,0.64,1.73,740,3
23334,12.85,5.51,2.48,22.0,89,1.74,0.7,0.61,0.86,5.7,0.82,1.27,580,3
54077,12.0,4.3,2.36,21.0,82,2.62,2.65,0.39,2.81,3.25,0.75,3.1,580,2
88645,13.39,3.84,2.12,17.0,101,2.41,2.68,0.32,1.37,4.36,0.87,3.3,1080,1
4953,12.85,1.73,2.1,15.5,107,3.0,3.15,0.28,1.98,8.9,1.01,3.4,1045,1
62539,12.08,1.09,1.98,16.0,97,2.98,2.26,0.45,1.65,3.05,1.25,2.9,407,2
97368,11.87,1.83,2.3,22.8,80,1.68,2.03,0.66,1.62,1.74,1.45,2.44,480,2
13187,12.53,3.59,2.35,21.5,97,1.38,1.09,0.53,0.83,5.7,0.75,2.05,515,3
11893,13.71,1.29,2.75,23.5,107,1.48,0.76,0.53,1.25,9.7,0.57,1.62,675,3
95773,13.72,1.43,2.5,16.7,108,3.3,3.56,0.19,2.18,6.8,0.91,2.81,1260,1
68810,12.72,0.98,3.23,17.0,110,2.2,5.08,0.63,3.28,5.3,0.93,2.87,750,2
68565,12.77,3.26,2.35,22.0,106,1.7,1.2,0.24,0.84,5.4,0.68,1.29,630,3
71800,13.73,1.73,2.36,16.0,111,2.88,2.98,0.29,1.81,5.1,1.04,2.75,1065,1
23956,13.34,1.51,2.17,18.8,162,2.5,2.86,0.14,2.29,3.35,1.12,3.18,985,2
59952,13.4,3.9,2.48,21.5,102,1.41,0.75,0.4,1.41,7.3,0.59,1.62,675,3
2658,13.56,1.73,2.31,16.2,89,2.48,2.68,0.28,1.97,4.7,1.05,2.48,1290,1
88074,11.81,2.13,2.2,18.0,112,2.6,2.65,0.21,1.35,3.25,1.06,3.47,510,2
83306,12.08,4.3,2.42,21.0,82,2.86,3.03,0.39,2.81,2.3,0.75,3.64,625,2
72174,12.08,4.3,2.24,18.0,81,2.62,2.65,0.37,2.91,2.15,0.75,3.0,580,2
42131,13.41,3.84,2.29,17.5,105,2.41,2.68,0.32,2.08,4.28,0.87,3.52,760,1
92672,11.79,0.89,2.23,17.0,151,2.48,2.5,0.32,1.54,3.05,1.38,3.63,750,2
74246,13.48,1.81,2.61,16.1,108,2.8,3.06,0.34,1.66,4.5,1.09,2.93,1045,1
9070,12.77,4.1,2.2,19.5,88,1.48,0.58,0.5,1.55,7.9,0.59,1.58,470,3
29736,12.93,5.19,2.48,21.5,86,1.74,0.65,0.47,0.97,7.7,0.54,1.86,625,3
1281,13.71,3.27,2.72,25.0,107,1.55,0.5,0.53,0.73,4.6,0.81,2.06,695,3
75547,13.75,1.5,2.7,22.5,115,2.95,2.78,0.31,1.35,5.4,1.25,2.88,1235,1
7415,11.03,2.4,2.42,18.0,96,2.9,2.92,0.32,3.58,3.25,0.9,3.64,625,2
23205,13.52,4.36,2.26,22.5,88,1.28,0.47,0.52,1.15,4.4,0.81,1.51,520,3
60903,14.38,1.87,2.45,16.0,96,2.5,2.52,0.34,1.97,5.0,0.92,3.38,885,1
41656,11.56,1.35,2.6,20.0,104,2.74,2.79,0.32,2.49,2.5,1.1,2.65,520,2
90190,12.08,4.3,2.31,21.0,82,2.62,2.65,0.37,2.81,3.25,0.75,3.1,510,2
66200,11.81,1.09,2.21,19.0,87,3.38,3.75,0.19,1.95,4.45,1.04,3.44,886,2
88483,14.06,1.59,2.28,14.0,126,3.0,3.17,0.21,2.1,6.6,0.94,3.45,885,1
94089,14.16,3.57,2.48,20.0,80,1.62,0.65,0.58,1.24,8.6,0.59,1.58,415,3
41443,13.51,1.81,2.41,20.5,116,2.96,2.78,0.19,2.45,6.25,1.07,3.71,1065,1
62123,12.21,1.29,2.16,21.0,85,2.56,2.29,0.26,1.77,1.9,1.12,3.18,495,2
75763,12.16,1.45,2.0,14.8,151,2.55,2.27,0.32,1.77,2.85,1.06,2.75,937,2
38906,11.84,4.3,1.94,18.0,107,3.18,3.18,0.24,2.81,2.3,0.75,2.81,290,2
23265,12.37,1.63,1.88,19.5,97,2.5,2.27,0.26,1.35,3.3,1.0,3.18,710,2
21462,12.72,1.81,2.3,22.5,85,2.0,1.75,0.43,1.56,3.9,1.23,2.01,590,2
35544,13.88,4.28,2.38,20.0,91,2.0,0.92,0.47,1.56,9.01,0.56,1.56,625,3
70992,12.84,2.76,2.7,25.5,96,1.55,0.76,0.63,0.97,5.0,0.75,2.31,650,3
49277,11.79,1.51,1.7,17.5,94,2.55,2.27,0.24,2.35,3.8,1.17,3.13,710,2
74644,13.73,1.5,2.5,16.7,108,3.3,3.56,0.32,2.18,7.5,1.23,2.87,1285,1
32445,11.41,0.74,2.62,21.0,94,2.2,2.13,0.42,1.46,3.08,1.71,2.31,520,2
42767,13.83,1.75,2.6,17.2,108,2.95,3.4,0.17,1.66,8.9,1.23,2.71,1130,1
51800,13.71,1.43,2.5,16.8,108,3.88,3.49,0.19,2.18,6.8,1.01,3.55,1260,1
18046,11.46,3.74,1.92,19.0,107,3.18,2.26,0.21,1.83,2.65,0.75,2.81,345,2
61545,13.74,1.9,2.8,19.4,101,3.0,2.79,0.37,1.86,6.3,1.07,2.65,1280,1
53302,12.08,1.83,2.23,20.4,88,2.2,2.13,0.22,2.35,1.74,1.23,3.14,345,2
29270,13.4,3.57,2.38,20.0,102,1.8,1.22,0.17,1.25,8.42,0.48,1.29,714,3
17489,12.08,1.33,1.92,19.0,78,1.45,1.02,0.39,2.08,4.68,1.08,2.65,625,2
17071,11.96,1.39,2.4,23.6,86,2.74,2.92,0.4,2.49,2.8,1.36,3.13,312,2
44998,12.84,2.59,2.48,23.0,112,1.3,0.78,0.53,0.83,4.9,0.77,2.05,570,3
88808,13.67,0.94,2.51,18.0,94,2.53,2.86,0.26,1.77,2.6,1.11,3.47,530,2
70499,12.17,1.61,1.92,19.0,97,2.2,2.53,0.32,1.35,2.06,1.0,3.17,438,2
67470,12.36,5.65,2.48,18.5,120,1.38,1.28,0.34,1.14,8.21,0.78,1.33,520,3
61269,13.07,3.8,2.12,17.0,90,2.4,2.41,0.27,1.77,3.7,0.84,3.0,760,1
35493,13.05,1.73,2.1,17.0,107,2.7,3.54,0.32,2.03,6.9,0.95,3.26,1260,1
75131,11.65,1.35,2.38,20.0,162,2.74,2.92,0.24,2.49,2.8,0.96,3.33,937,2
13249,12.0,2.16,2.28,21.5,86,2.0,2.24,0.34,1.76,1.95,1.27,2.78,325,2
2283,12.82,3.57,2.36,21.5,113,1.7,0.69,0.5,0.86,7.65,0.54,1.55,725,3
88774,11.87,0.89,2.31,17.0,151,2.2,1.09,0.14,2.76,3.05,1.38,2.26,680,2
7279,13.71,3.7,2.48,20.0,105,1.59,1.22,0.24,1.25,8.42,0.48,1.29,714,3
70800,13.16,1.78,2.14,15.5,96,2.72,3.27,0.28,1.98,6.1,1.05,2.91,1510,1
37480,14.38,1.87,2.38,16.0,96,2.5,2.99,0.34,1.98,5.0,0.92,3.38,885,1
57411,13.5,1.81,2.65,17.2,94,2.72,3.19,0.28,1.66,6.0,1.25,3.0,1235,1
62573,11.41,0.74,1.92,19.0,88,2.48,2.26,0.39,1.99,2.7,1.71,3.12,312,2
19911,13.73,3.03,2.69,23.5,105,1.55,0.84,0.6,1.54,8.66,0.85,1.69,695,3
31186,11.82,2.08,2.16,21.0,88,2.23,2.45,0.34,1.77,1.9,0.97,3.17,495,2
1212,13.86,1.25,1.94,19.0,92,1.45,1.46,0.39,2.08,4.8,0.88,2.77,600,2
34278,12.87,2.67,2.48,21.5,98,1.3,0.83,0.52,0.83,5.7,0.77,1.58,590,3
96424,13.23,1.68,2.7,21.0,116,2.2,1.28,0.34,1.87,11.75,0.57,1.96,685,3
9317,11.41,0.74,2.78,17.0,97,2.48,2.5,0.63,1.9,3.05,1.1,2.87,407,2
13264,12.08,4.31,2.5,21.0,98,2.62,2.65,0.39,2.81,2.8,0.75,3.0,678,2
25229,13.05,1.01,2.5,24.0,88,3.52,2.58,0.27,2.28,2.57,1.36,2.96,410,2
99184,14.1,2.02,2.68,20.0,103,2.75,2.92,0.33,2.81,6.25,1.13,2.57,1320,1
44510,13.11,3.86,2.38,23.0,101,3.18,2.89,0.43,1.95,2.57,0.82,3.56,463,2
19483,11.82,2.12,2.39,18.5,112,2.6,2.65,0.24,1.35,3.25,1.06,3.47,380,2
41683,14.1,2.02,2.4,16.0,102,2.61,2.51,0.34,1.92,5.25,1.02,2.75,1295,1
79878,13.76,1.5,2.7,22.5,115,3.0,2.69,0.33,1.82,4.32,1.11,2.65,830,1
32726,12.7,3.43,2.5,21.0,94,2.0,2.24,0.34,1.76,3.05,0.96,3.3,463,2
82876,13.83,1.75,2.42,15.6,104,2.75,3.27,0.32,2.08,5.7,1.04,3.1,1065,1
89895,12.77,0.98,2.51,18.0,94,1.9,1.84,0.43,0.73,3.8,1.23,2.52,600,2
73711,13.5,3.45,2.54,21.5,123,1.83,1.28,0.22,1.25,8.42,0.59,1.29,835,3
13102,12.47,1.53,2.78,21.5,134,2.95,2.92,0.45,2.49,3.8,1.02,2.65,406,2
37414,13.32,5.04,2.35,18.5,120,1.8,0.68,0.5,1.35,10.2,0.55,1.6,835,3
55774,13.41,1.77,2.41,20.5,116,2.96,2.69,0.2,2.45,6.2,1.07,3.71,1065,1
51035,12.08,4.31,1.92,19.0,87,2.62,2.65,0.45,2.91,2.15,0.75,3.1,480,2
16051,12.82,2.81,2.48,21.5,112,1.15,0.78,0.29,0.83,4.9,0.74,1.58,630,3
24554,12.72,1.81,2.67,21.6,104,1.75,1.69,0.43,1.56,3.3,1.23,2.01,680,2
55495,12.37,1.17,2.23,19.0,162,2.74,3.15,0.39,1.65,3.94,0.86,3.38,937,2
63033,14.13,1.29,2.75,24.5,98,2.8,1.1,0.56,2.29,13.0,0.57,1.55,675,3
947,13.29,1.72,2.14,11.2,100,2.65,2.76,0.26,2.91,6.25,1.25,2.73,780,1
9618,13.75,1.53,2.7,19.5,110,2.95,2.91,0.3,1.86,6.3,1.25,2.71,1265,1
48138,13.56,1.73,2.46,20.5,116,3.15,2.78,0.19,1.86,5.43,1.09,3.71,1285,1
34938,14.1,2.02,2.4,16.0,102,3.1,3.67,0.29,1.86,6.0,1.25,2.82,1680,1
15846,13.82,1.57,2.7,20.0,115,2.95,2.74,0.33,1.35,5.4,1.24,2.71,1265,1
16619,13.41,1.77,2.31,17.5,111,2.96,3.4,0.22,1.81,6.2,0.91,3.31,1195,1
90665,13.87,1.9,2.68,19.4,107,2.95,2.97,0.39,1.76,4.5,0.86,3.35,1060,1
49460,13.74,1.5,2.7,19.5,110,2.95,2.74,0.3,1.76,5.24,1.19,2.88,915,1
55914,13.16,2.99,2.38,20.0,92,1.48,0.76,0.4,0.97,10.26,0.67,1.92,750,3
57110,12.2,3.03,2.64,21.0,97,1.54,0.6,0.52,1.14,5.58,0.75,1.69,515,3
48130,13.11,0.9,1.98,16.0,78,2.53,1.3,0.29,1.46,2.6,1.23,2.77,502,2
76557,11.96,4.31,1.92,18.5,87,2.62,2.65,0.45,2.91,2.15,0.75,3.1,495,2
69620,13.74,1.5,2.7,19.5,110,2.95,2.91,0.29,1.86,4.8,1.11,2.57,915,1
76314,13.83,1.65,2.42,16.0,117,3.4,3.17,0.32,1.86,7.05,1.23,2.74,1515,1
52070,12.17,1.61,2.28,21.5,84,1.78,1.69,0.43,1.46,1.95,0.93,3.05,500,2
46542,13.58,1.81,2.36,19.1,104,2.42,2.68,0.26,2.08,3.84,1.09,3.14,1020,1
85400,13.05,1.77,2.1,17.0,98,2.4,2.64,0.32,1.37,3.58,1.02,2.82,1020,1
77310,13.71,2.67,2.72,23.5,105,1.55,0.76,0.53,1.25,10.8,0.61,1.62,660,3
44097,12.16,1.45,2.0,16.8,151,2.55,2.27,0.32,1.66,3.05,1.23,3.13,937,2
18725,13.39,3.84,2.28,17.5,103,2.41,2.68,0.32,2.08,4.28,0.82,3.3,760,1
84037,13.48,3.37,2.69,25.0,111,1.55,0.92,0.43,1.54,8.66,0.74,1.8,750,3
6475,12.34,0.99,1.95,16.0,100,1.9,1.09,0.34,1.46,2.9,1.23,2.26,680,2
50562,14.1,1.48,2.28,14.0,126,2.95,3.17,0.24,2.1,6.2,0.94,3.45,885,1
63976,13.63,3.1,2.56,13.2,128,2.6,2.88,0.28,1.28,5.6,0.86,3.2,1035,1
93494,12.64,1.34,2.6,20.0,98,1.38,1.46,0.58,1.05,3.8,0.906,2.14,450,2
76429,12.81,4.36,2.2,19.5,92,1.74,0.58,0.47,1.55,7.1,0.57,1.68,725,3
835,11.66,1.99,1.98,19.0,86,1.61,1.57,0.32,1.87,2.06,1.0,2.26,342,2
43536,11.84,1.51,2.4,21.0,82,1.89,1.61,0.45,1.44,3.8,1.45,2.65,407,2
61983,13.88,1.75,2.27,16.8,108,2.95,3.0,0.24,1.85,4.5,1.04,3.44,770,1
1819,13.56,1.71,2.62,16.1,94,2.85,2.94,0.34,1.45,7.3,1.23,2.71,1310,1
32342,12.7,3.87,2.12,18.8,80,2.62,2.65,0.26,2.01,2.6,0.79,3.2,372,2
49505,11.62,1.99,2.5,21.0,104,3.02,2.89,0.32,1.87,2.8,1.13,2.75,678,2
16063,12.08,2.13,2.56,21.6,104,1.92,1.75,0.43,1.44,3.8,1.27,2.31,500,2
17196,13.5,3.83,2.6,23.0,123,1.4,1.57,0.22,1.25,8.6,0.59,1.47,500,3
38589,14.13,3.55,2.48,20.0,91,1.93,0.7,0.58,1.24,8.6,0.55,1.64,470,3
50045,11.03,0.74,2.3,17.0,151,2.42,2.5,0.32,1.54,3.05,1.71,2.96,750,2
26662,14.1,1.48,2.21,15.2,96,2.2,2.43,0.26,1.35,5.05,0.88,2.69,1195,1
67402,12.33,1.1,2.1,19.0,88,3.52,3.75,0.24,1.65,4.5,1.04,3.18,660,2
22870,12.52,1.73,1.92,18.5,78,1.6,1.57,0.39,2.08,2.94,1.04,2.77,580,2
27684,12.6,1.36,1.92,18.5,92,2.36,2.5,0.39,1.35,2.0,0.86,3.02,278,2
67547,14.38,3.59,2.29,16.0,102,3.25,3.04,0.27,2.03,4.9,0.89,2.81,845,1
25860,12.69,3.43,2.42,22.5,85,1.92,1.75,0.6,1.42,3.05,0.96,2.01,450,2
61655,12.37,1.17,2.23,21.5,85,2.74,2.99,0.45,1.87,6.0,0.93,2.84,495,2
30699,13.17,4.6,2.86,25.0,96,2.05,0.76,0.56,0.86,4.92,0.82,2.31,580,3
54945,12.58,3.37,2.58,22.0,88,1.79,0.47,0.61,0.75,4.6,0.87,1.75,510,3
14555,12.69,1.81,2.67,21.0,104,1.6,1.5,0.58,1.42,3.9,0.95,2.01,450,2
39177,13.86,1.35,2.32,17.4,108,2.88,3.54,0.32,2.08,8.9,1.01,2.75,1285,1
37959,12.04,2.08,2.92,20.0,103,1.75,5.08,0.43,1.97,3.94,0.97,2.31,465,2
74364,13.72,1.43,2.7,19.5,132,2.95,2.91,0.28,1.82,4.8,1.25,3.5,735,1
65123,13.69,3.83,2.36,20.0,90,1.8,0.5,0.47,0.8,7.65,0.64,1.83,625,3
83922,12.72,0.98,2.38,18.0,99,2.53,2.5,0.37,1.66,2.6,0.79,3.38,630,2
95393,13.58,1.81,2.62,20.0,96,2.6,2.76,0.31,1.76,3.52,1.11,2.57,1015,1
21418,11.81,1.72,1.98,19.0,88,2.5,2.27,0.3,1.43,3.3,0.94,3.19,495,2
28783,13.16,3.59,2.6,24.0,106,1.4,0.6,0.4,0.96,5.0,0.58,1.86,780,3
92588,11.82,1.33,2.13,19.0,80,2.74,2.99,0.21,1.77,3.94,0.95,3.26,290,2
86646,12.86,3.3,2.36,18.5,106,1.7,0.7,0.6,0.94,7.1,0.64,1.73,740,3
10450,13.69,2.81,2.62,22.5,107,1.7,0.6,0.43,0.81,3.85,0.89,1.82,570,3
29122,13.56,1.73,2.31,16.2,104,2.7,3.03,0.28,1.62,5.1,0.88,3.26,1195,1
93102,12.69,1.81,2.51,21.0,104,2.2,2.13,0.26,1.46,3.05,0.79,3.14,678,2
83816,13.51,1.81,2.36,17.2,89,2.48,2.69,0.27,2.08,3.84,1.12,2.82,990,1
39409,12.85,3.57,2.36,18.5,106,1.39,1.2,0.24,0.83,4.1,0.74,1.33,560,3
66354,13.51,1.8,2.36,19.1,111,2.96,3.4,0.2,2.45,5.65,1.12,3.71,1285,1
35393,12.52,1.73,1.99,20.5,85,2.2,1.92,0.3,1.53,2.94,1.06,3.57,380,2
9888,13.16,2.36,2.56,18.0,113,2.35,2.64,0.22,2.35,5.64,1.07,3.37,1060,1
99209,12.72,0.98,2.3,18.0,87,1.9,1.75,0.45,1.64,3.05,1.02,2.01,600,2
80745,12.16,1.61,2.6,25.0,88,1.92,1.75,0.4,1.4,2.2,1.36,3.21,562,2
25182,12.6,3.3,2.3,21.0,103,1.25,0.75,0.6,0.97,6.62,0.56,1.6,520,3
89869,13.58,3.1,2.67,17.6,115,2.85,3.24,0.3,1.66,6.2,1.23,3.0,1235,1
12503,12.88,3.57,2.35,22.0,106,1.7,0.7,0.4,0.86,7.65,0.72,2.05,750,3
44088,11.65,2.05,2.29,20.0,98,2.9,2.99,0.17,1.35,3.94,1.0,3.44,380,2
49967,12.77,4.36,2.2,19.5,120,1.7,0.68,0.43,1.46,9.3,0.55,1.68,500,3
42745,12.58,2.58,2.32,19.0,96,1.38,0.63,0.53,1.14,4.4,0.77,1.75,510,3
89412,12.21,1.73,2.62,21.6,98,1.95,1.84,0.45,1.56,3.6,1.25,2.65,406,2
60952,14.83,1.73,2.39,11.4,112,3.3,3.0,0.32,2.96,7.8,1.2,3.0,1515,1
11370,14.1,1.73,2.28,16.0,118,2.6,2.51,0.21,1.36,5.0,1.05,3.47,1050,1
55918,13.9,2.15,2.3,18.9,107,2.88,3.32,0.32,2.38,6.9,1.05,3.2,1150,1
39461,13.48,1.81,2.36,16.6,89,2.48,2.69,0.42,1.98,3.8,1.23,3.12,1020,1
49186,12.21,1.19,1.36,17.5,97,1.85,1.84,0.26,0.73,3.27,1.28,2.52,415,2
13594,12.36,2.99,2.64,27.0,88,1.9,0.6,0.61,1.55,7.9,0.7,2.47,855,3
84177,12.52,1.73,2.19,21.0,88,1.1,1.76,0.61,1.42,2.94,0.96,2.06,450,2
76982,13.87,1.35,2.28,16.0,118,2.95,3.17,0.22,1.85,5.65,1.09,3.71,1045,1
90570,12.42,1.61,2.46,19.0,88,2.5,2.25,0.22,2.35,2.4,0.96,3.2,345,2
21796,12.77,5.51,2.54,21.5,89,1.54,0.6,0.5,1.55,7.1,0.59,1.64,620,3
50275,12.51,1.73,3.23,28.5,119,3.18,5.08,0.43,1.35,6.0,0.93,3.69,450,2
52583,13.68,1.83,2.7,16.1,112,2.95,3.17,0.3,1.66,6.6,1.19,3.0,1310,1
84508,13.68,1.43,2.5,16.8,108,3.88,3.74,0.19,2.18,5.43,0.86,3.13,1260,1
66445,12.69,1.53,2.28,22.5,90,1.38,1.46,0.58,1.62,3.3,1.04,2.06,406,2
28171,12.08,1.72,2.31,22.8,84,1.78,1.69,0.45,1.56,2.45,1.02,2.57,480,2
81702,12.36,3.7,2.38,21.0,97,1.25,1.09,0.27,1.04,9.4,0.78,1.51,520,3
62144,14.83,1.73,2.17,11.4,100,3.1,3.64,0.26,2.96,7.2,1.2,3.0,1547,1
2625,12.37,1.17,2.3,23.0,88,1.38,1.25,0.37,1.46,1.95,1.08,1.82,342,2
61751,12.0,1.47,2.92,28.5,102,2.13,2.03,0.47,1.34,2.08,1.25,3.12,450,2
22178,13.39,3.84,2.12,17.0,90,2.4,2.61,0.27,1.48,4.36,0.73,3.0,1035,1
24388,13.51,1.81,2.65,19.0,110,2.35,2.43,0.28,1.54,3.52,1.1,3.37,1015,1
39422,12.72,3.87,2.0,20.5,107,2.83,3.15,0.26,1.95,6.0,0.87,3.39,714,2
88180,14.13,3.37,2.48,20.0,80,0.98,0.61,0.4,1.55,8.66,0.59,1.33,372,3
72379,13.64,1.66,2.7,22.5,101,3.0,3.25,0.29,1.95,5.7,1.25,2.88,1265,1
